Name,Model,Company,Year,Fuel Type,KM Driven,Transmission Type,Price(in Lakh),Location
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2016,PETROL,54853,Manual,670000,Bangalore
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2014,PETROL,29477,Manual,306000,Bangalore
Maruti Ciaz ZXI+,Ciaz ZXI+,Maruti,2016,PETROL,34800,Manual,719000,Bangalore
Renault Duster 110 PS RXL 4X2 AMT,Duster 110 PS RXL 4X2 AMT,Renault,2016,DIESEL,41022,Automatic,852000,Bangalore
KIA SELTOS GTX PLUS DCT 1.4 PETROL,SELTOS GTX PLUS DCT 1.4 PETROL,KIA,2019,PETROL,29077,Automatic,1630000,Bangalore
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,PETROL,58161,Manual,552000,Bangalore
Hyundai Creta SX 1.6 DIESEL,Creta SX 1.6 DIESEL,Hyundai,2019,DIESEL,75395,Manual,1280000,Bangalore
Renault Kwid RXT 1.0,Kwid RXT 1.0,Renault,2016,PETROL,30778,Manual,347000,Bangalore
Maruti Alto LXI O,Alto LXI O,Maruti,2020,PETROL,2598,Manual,405000,Bangalore
Tata Safari XZ PLUS 6S ADVENTURE,Safari XZ PLUS 6S ADVENTURE,Tata,2022,DIESEL,39627,Manual,2010000,Bangalore
Hyundai NEW SANTRO SPORTZ MT,NEW SANTRO SPORTZ MT,Hyundai,2019,PETROL,43255,Manual,482000,Bangalore
Tata Zest XTA F-TRONIC DIESEL,Zest XTA F-TRONIC DIESEL,Tata,2015,DIESEL,79684,Automatic,480000,Bangalore
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2017,PETROL,40780,Manual,564000,Bangalore
Hyundai Verna 1.6 VTVT SX + AT,Verna 1.6 VTVT SX + AT,Hyundai,2019,PETROL,37380,Automatic,929000,Bangalore
Maruti S PRESSO VXI AMT,S PRESSO VXI AMT,Maruti,2020,PETROL,18350,Automatic,459000,Bangalore
Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Hyundai,2018,PETROL,13259,Manual,541000,Bangalore
Maruti Celerio VXI,Celerio VXI,Maruti,2014,PETROL,27566,Manual,374000,Bangalore
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,PETROL,10558,Automatic,409000,Bangalore
Tata Safari XZA PLUS,Safari XZA PLUS,Tata,2021,DIESEL,13787,Automatic,2160000,Bangalore
Renault Duster RXL PETROL,Duster RXL PETROL,Renault,2017,PETROL,67614,Manual,693000,Bangalore
Tata Tiago XZ PETROL,Tiago XZ PETROL,Tata,2016,PETROL,48738,Manual,441000,Bangalore
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,PETROL,21881,Automatic,1020000,Bangalore
KIA SELTOS HTX PLUS 1.5 DIESEL,SELTOS HTX PLUS 1.5 DIESEL,KIA,2021,DIESEL,39132,Manual,1550000,Bangalore
Hyundai VENUE S 1.2,VENUE S 1.2,Hyundai,2020,PETROL,17800,Manual,732000,Bangalore
Hyundai NEW SANTRO SPORTZ MT,NEW SANTRO SPORTZ MT,Hyundai,2021,PETROL,23972,Manual,566000,Bangalore
Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,Hyundai,2020,PETROL,21438,Manual,610000,Bangalore
KIA SONET X LINE 1.0 DCT,SONET X LINE 1.0 DCT,KIA,2023,PETROL,5703,Automatic,1510000,Bangalore
Renault Kwid RXL 1.0 AMT,Kwid RXL 1.0 AMT,Renault,2021,PETROL,10015,Automatic,462000,Bangalore
Tata Tiago XZA PLUS PETROL,Tiago XZA PLUS PETROL,Tata,2019,PETROL,16943,Automatic,637000,Bangalore
Mahindra XUV700 AX 3 P AT 5 STR,XUV700 AX 3 P AT 5 STR,Mahindra,2023,PETROL,16638,Automatic,1920000,Bangalore
Tata ALTROZ XZ PETROL,ALTROZ XZ PETROL,Tata,2020,PETROL,11336,Manual,777000,Bangalore
KIA SELTOS GTX (O) 1.4,SELTOS GTX (O) 1.4,KIA,2022,PETROL,8827,Manual,1750000,Bangalore
Honda City 1.5L I-VTEC SV,City 1.5L I-VTEC SV,Honda,2015,PETROL,89537,Manual,552000,Bangalore
Mahindra XUV300 W6 1.2 PETROL,XUV300 W6 1.2 PETROL,Mahindra,2023,PETROL,10190,Manual,1030000,Bangalore
KIA SELTOS GTX (O) 1.4 PETROL,SELTOS GTX (O) 1.4 PETROL,KIA,2021,PETROL,37815,Manual,1430000,Bangalore
Tata PUNCH ACCOMPLISHED MT,PUNCH ACCOMPLISHED MT,Tata,2021,PETROL,4700,Manual,758000,Bangalore
Tata TIGOR XZ PLUS PETROL,TIGOR XZ PLUS PETROL,Tata,2021,PETROL,53454,Manual,673000,Bangalore
Maruti Ciaz DELTA 1.5 SHVS MT PETROL,Ciaz DELTA 1.5 SHVS MT PETROL,Maruti,2018,PETROL,30948,Manual,762000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2012,PETROL,97699,Manual,413000,Bangalore
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2012,PETROL,35084,Manual,257000,Bangalore
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2017,PETROL,74601,Automatic,656000,Bangalore
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2014,PETROL,12047,Automatic,486000,Bangalore
Maruti Ertiga ZDI + SHVS,Ertiga ZDI + SHVS,Maruti,2018,DIESEL,69668,Manual,1000000,Bangalore
Maruti Vitara Brezza ZXI PLUS AT SHVS,Vitara Brezza ZXI PLUS AT SHVS,Maruti,2020,PETROL,50421,Automatic,972000,Bangalore
Maruti XL6 ZETA MT,XL6 ZETA MT,Maruti,2022,PETROL,59304,Manual,1060000,Bangalore
Hyundai VENUE SX 1.0 (O) TURBO,VENUE SX 1.0 (O) TURBO,Hyundai,2019,PETROL,34996,Manual,957000,Bangalore
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2017,PETROL,57040,Manual,684000,Bangalore
Maruti Celerio VXI AMT (O),Celerio VXI AMT (O),Maruti,2016,PETROL,62447,Automatic,454000,Bangalore
Renault Kwid RXT 1.0 AMT,Kwid RXT 1.0 AMT,Renault,2023,PETROL,1343,Automatic,634000,Bangalore
KIA SELTOS X LINE 1.5 DIESEL AT,SELTOS X LINE 1.5 DIESEL AT,KIA,2022,DIESEL,43707,Automatic,1780000,Bangalore
Hyundai Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Hyundai,2017,PETROL,34496,Manual,528000,Bangalore
KIA SELTOS HTK PLUS 1.5,SELTOS HTK PLUS 1.5,KIA,2019,PETROL,47181,Manual,971000,Bangalore
Tata Tiago XZA PETROL,Tiago XZA PETROL,Tata,2019,PETROL,35928,Automatic,520000,Bangalore
Renault TRIBER RXL MT,TRIBER RXL MT,Renault,2020,PETROL,42247,Manual,605000,Bangalore
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,PETROL,67606,Manual,412000,Bangalore
Hyundai NEW I20 ASTA (O) 1.2 MT,NEW I20 ASTA (O) 1.2 MT,Hyundai,2021,PETROL,30376,Manual,812000,Bangalore
Mahindra XUV500 W11,XUV500 W11,Mahindra,2018,DIESEL,63416,Manual,1400000,Bangalore
Hyundai Creta SX (O) 1.4 TURBO DCT DUAL TONE,Creta SX (O) 1.4 TURBO DCT DUAL TONE,Hyundai,2021,PETROL,21027,Automatic,1720000,Bangalore
Maruti Celerio VXI,Celerio VXI,Maruti,2016,PETROL,77319,Manual,414000,Bangalore
Hyundai Elite i20 ASTA 1.4 CRDI (O),Elite i20 ASTA 1.4 CRDI (O),Hyundai,2016,DIESEL,86715,Manual,719000,Bangalore
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2020,PETROL,27754,Automatic,704000,Bangalore
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2015,PETROL,69271,Manual,419000,Bangalore
Honda Jazz 1.2L I-VTEC VX CVT,Jazz 1.2L I-VTEC VX CVT,Honda,2021,PETROL,42493,Automatic,893000,Bangalore
Renault Kwid RXT 1.0 AMT (O),Kwid RXT 1.0 AMT (O),Renault,2017,PETROL,46878,Automatic,378000,Bangalore
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2015,PETROL,33709,Automatic,416000,Bangalore
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2018,PETROL,40683,Automatic,497000,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2014,PETROL,40479,Manual,425000,Bangalore
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2021,PETROL,19053,Manual,707000,Bangalore
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2015,PETROL,80575,Automatic,458000,Bangalore
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2019,PETROL,24160,Manual,699000,Bangalore
Tata NEXON XZ PLUS (O) PETROL,NEXON XZ PLUS (O) PETROL,Tata,2021,PETROL,19430,Manual,1030000,Bangalore
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2015,PETROL,50784,Manual,521000,Bangalore
Maruti Ciaz ZETA 1.4 AT PETROL,Ciaz ZETA 1.4 AT PETROL,Maruti,2018,PETROL,50334,Automatic,765000,Bangalore
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2013,PETROL,55303,Manual,349000,Bangalore
Maruti Ciaz DELTA 1.5 SHVS MT PETROL,Ciaz DELTA 1.5 SHVS MT PETROL,Maruti,2018,PETROL,42483,Manual,750000,Bangalore
Maruti Baleno ALPHA DIESEL 1.3,Baleno ALPHA DIESEL 1.3,Maruti,2018,DIESEL,82882,Manual,722000,Bangalore
Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Ciaz ALPHA AT 1.5 SHVS PETROL,Maruti,2019,PETROL,41774,Automatic,934000,Bangalore
Renault Duster 110 PS RXL 4X2 AMT,Duster 110 PS RXL 4X2 AMT,Renault,2017,DIESEL,60774,Automatic,854000,Bangalore
Hyundai Elite i20 ASTA (O) CVT,Elite i20 ASTA (O) CVT,Hyundai,2019,PETROL,23570,Automatic,792000,Bangalore
Maruti New Wagon-R VXI 1.0 AMT,New Wagon-R VXI 1.0 AMT,Maruti,2023,PETROL,8230,Automatic,752000,Bangalore
Honda Amaze 1.2L I-VTEC VX,Amaze 1.2L I-VTEC VX,Honda,2019,PETROL,25138,Manual,780000,Bangalore
Maruti Swift ZXI,Swift ZXI,Maruti,2016,PETROL,74061,Manual,570000,Bangalore
Tata NEXON XZA PLUS KAZIRANGA PETROL,NEXON XZA PLUS KAZIRANGA PETROL,Tata,2022,PETROL,28971,Automatic,1210000,Bangalore
Tata PUNCH CREATIVE 1.2 AMT KAZIRANGA EDITION,PUNCH CREATIVE 1.2 AMT KAZIRANGA EDITION,Tata,2022,PETROL,15486,Automatic,914000,Bangalore
Hyundai GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,Hyundai,2021,PETROL,30588,Automatic,745000,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2017,PETROL,69760,Manual,453000,Bangalore
KIA SELTOS GTX PLUS DCT 1.4 PETROL,SELTOS GTX PLUS DCT 1.4 PETROL,KIA,2019,PETROL,60467,Automatic,1390000,Bangalore
KIA SELTOS GTX PLUS 1.4 PETROL,SELTOS GTX PLUS 1.4 PETROL,KIA,2020,PETROL,44842,Manual,1180000,Bangalore
Honda WR-V 1.5L I-DTEC VX MT,WR-V 1.5L I-DTEC VX MT,Honda,2017,DIESEL,32067,Manual,799000,Bangalore
Maruti Alto VXI,Alto VXI,Maruti,2021,PETROL,22625,Manual,398000,Bangalore
Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Hyundai,2016,PETROL,24183,Manual,582000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2016,PETROL,70649,Manual,595000,Bangalore
Mahindra XUV500 W7,XUV500 W7,Mahindra,2020,DIESEL,18556,Manual,1440000,Bangalore
Hyundai Verna SX (O) 1.5 CRDI,Verna SX (O) 1.5 CRDI,Hyundai,2020,DIESEL,60943,Manual,1280000,Bangalore
KIA SONET GTX PLUS 1.0 DCT DUAL TONE,SONET GTX PLUS 1.0 DCT DUAL TONE,KIA,2021,PETROL,32031,Automatic,1290000,Bangalore
Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Ciaz ALPHA AT 1.5 SHVS PETROL,Maruti,2019,PETROL,29041,Automatic,925000,Bangalore
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2019,PETROL,34447,Automatic,1140000,Bangalore
Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Hyundai,2016,PETROL,23731,Manual,559000,Bangalore
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2016,PETROL,70403,Manual,441000,Bangalore
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2014,PETROL,61615,Manual,482000,Bangalore
KIA CARENS PRESTIGE 1.4 PETROL 7 STR,CARENS PRESTIGE 1.4 PETROL 7 STR,KIA,2023,PETROL,10235,Manual,1360000,Bangalore
Maruti Alto K10 VXI,Alto K10 VXI,Maruti,2013,PETROL,24202,Manual,303000,Bangalore
Maruti Celerio ZXI PLUS AGS,Celerio ZXI PLUS AGS,Maruti,2021,PETROL,25548,Automatic,670000,Bangalore
Hyundai i20 Active 1.4 SX,i20 Active 1.4 SX,Hyundai,2017,DIESEL,39981,Manual,779000,Bangalore
Tata Tiago XT PETROL,Tiago XT PETROL,Tata,2017,PETROL,60536,Manual,450000,Bangalore
Maruti Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Maruti,2018,PETROL,26277,Automatic,714000,Bangalore
Maruti IGNIS ALPHA 1.2 AMT,IGNIS ALPHA 1.2 AMT,Maruti,2021,PETROL,29003,Automatic,803000,Bangalore
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2017,PETROL,27218,Manual,477000,Bangalore
Hyundai VENUE SX 1.0 TURBO IMT,VENUE SX 1.0 TURBO IMT,Hyundai,2021,PETROL,16920,Manual,977000,Bangalore
Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Hyundai,2014,PETROL,61541,Automatic,436000,Bangalore
Maruti Swift ZXI,Swift ZXI,Maruti,2017,PETROL,51421,Manual,641000,Bangalore
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2021,PETROL,17079,Manual,715000,Bangalore
Maruti Swift Dzire ZXI,Swift Dzire ZXI,Maruti,2015,PETROL,30728,Manual,580000,Bangalore
Honda Amaze 1.2L I-VTEC SX,Amaze 1.2L I-VTEC SX,Honda,2017,PETROL,47200,Manual,570000,Bangalore
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,PETROL,71320,Automatic,372000,Bangalore
Hyundai i10 SPORTZ 1.2,i10 SPORTZ 1.2,Hyundai,2013,PETROL,46079,Manual,408000,Bangalore
Maruti Baleno DELTA DIESEL 1.3,Baleno DELTA DIESEL 1.3,Maruti,2015,DIESEL,63916,Manual,637000,Bangalore
Tata TIGOR XZ PLUS PETROL,TIGOR XZ PLUS PETROL,Tata,2020,PETROL,27603,Manual,665000,Bangalore
Honda Brio EX MT,Brio EX MT,Honda,2013,PETROL,55685,Manual,310000,Bangalore
KIA SELTOS GTX PLUS AT 1.5 DIESEL,SELTOS GTX PLUS AT 1.5 DIESEL,KIA,2021,DIESEL,17276,Automatic,1660000,Bangalore
Maruti New Wagon-R VXI 1.2 AMT,New Wagon-R VXI 1.2 AMT,Maruti,2019,PETROL,13515,Automatic,591000,Bangalore
Maruti Celerio ZXI AMT,Celerio ZXI AMT,Maruti,2016,PETROL,51729,Automatic,497000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2016,PETROL,43756,Manual,615000,Bangalore
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2017,PETROL,39311,Automatic,900000,Bangalore
KIA SELTOS HTX PLUS 1.5 DIESEL,SELTOS HTX PLUS 1.5 DIESEL,KIA,2019,DIESEL,24108,Manual,1400000,Bangalore
Maruti Celerio VXI (O),Celerio VXI (O),Maruti,2017,PETROL,57214,Manual,465000,Bangalore
KIA SELTOS GTX PLUS DCT 1.4 PETROL,SELTOS GTX PLUS DCT 1.4 PETROL,KIA,2019,PETROL,66007,Automatic,1470000,Bangalore
Hyundai Creta SX (O) 1.4 TURBO DCT,Creta SX (O) 1.4 TURBO DCT,Hyundai,2022,PETROL,20634,Automatic,1770000,Bangalore
Mahindra Thar LX P 2WD AT HT,Thar LX P 2WD AT HT,Mahindra,2023,PETROL,11796,Automatic,1490000,Bangalore
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2016,PETROL,23912,Automatic,427000,Bangalore
Tata PUNCH CREATIVE AMT 1.2 RTN DUAL TONE,PUNCH CREATIVE AMT 1.2 RTN DUAL TONE,Tata,2023,PETROL,2806,Automatic,956000,Bangalore
Maruti OMNI E 8 STR,OMNI E 8 STR,Maruti,2017,PETROL,20461,Manual,326000,Bangalore
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2015,PETROL,83630,Automatic,651000,Bangalore
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2022,PETROL,6410,Manual,486000,Bangalore
Hyundai NEW SANTRO SPORTZ MT,NEW SANTRO SPORTZ MT,Hyundai,2022,PETROL,19934,Manual,587000,Bangalore
Hyundai i20 MAGNA (O) 1.2,i20 MAGNA (O) 1.2,Hyundai,2013,PETROL,80835,Manual,359000,Bangalore
Maruti Ciaz DELTA DIESEL 1.3,Ciaz DELTA DIESEL 1.3,Maruti,2018,DIESEL,80245,Manual,701000,Bangalore
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2015,PETROL,52643,Automatic,404000,Bangalore
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2019,PETROL,12878,Automatic,726000,Bangalore
Maruti Ertiga VXI,Ertiga VXI,Maruti,2014,PETROL,92745,Manual,571000,Bangalore
Hyundai Creta SX (O) IVT 1.5 PETROL,Creta SX (O) IVT 1.5 PETROL,Hyundai,2020,PETROL,38702,Automatic,1480000,Bangalore
Hyundai Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Hyundai,2017,PETROL,35728,Manual,730000,Bangalore
Maruti IGNIS SIGMA 1.2,IGNIS SIGMA 1.2,Maruti,2021,PETROL,39945,Manual,524000,Bangalore
Maruti Ertiga VXI,Ertiga VXI,Maruti,2013,PETROL,92751,Manual,626000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2015,PETROL,69474,Manual,539000,Bangalore
Hyundai Verna 1.6 VTVT SX,Verna 1.6 VTVT SX,Hyundai,2018,PETROL,78703,Manual,854000,Bangalore
Maruti Ciaz ALPHA 1.4 PETROL,Ciaz ALPHA 1.4 PETROL,Maruti,2017,PETROL,43129,Manual,706000,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2018,PETROL,26623,Manual,515000,Bangalore
Hyundai NEW SANTRO SPORTZ AMT,NEW SANTRO SPORTZ AMT,Hyundai,2019,PETROL,52278,Automatic,512000,Bangalore
Hyundai Xcent S (O) 1.2,Xcent S (O) 1.2,Hyundai,2015,PETROL,71143,Manual,453000,Bangalore
Maruti Baleno ALPHA PETROL 1.2,Baleno ALPHA PETROL 1.2,Maruti,2017,PETROL,49591,Manual,725000,Bangalore
Hyundai Verna FLUIDIC 1.6 CRDI SX,Verna FLUIDIC 1.6 CRDI SX,Hyundai,2013,DIESEL,103388,Manual,434000,Bangalore
Tata TIAGO NRG XZ AMT,TIAGO NRG XZ AMT,Tata,2023,PETROL,2370,Automatic,809000,Bangalore
Maruti Dzire VXI,Dzire VXI,Maruti,2018,PETROL,38445,Manual,682000,Bangalore
Maruti Alto K10 VXI PLUS,Alto K10 VXI PLUS,Maruti,2022,PETROL,13847,Manual,511000,Bangalore
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2016,PETROL,93065,Automatic,471000,Bangalore
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,PETROL,72810,Manual,409000,Bangalore
Hyundai Creta SX AT 1.6 PETROL,Creta SX AT 1.6 PETROL,Hyundai,2019,PETROL,6606,Automatic,1240000,Bangalore
Hyundai VENUE S+ 1.2,VENUE S+ 1.2,Hyundai,2022,PETROL,33680,Manual,855000,Bangalore
Tata TIAGO NRG XZ AMT,TIAGO NRG XZ AMT,Tata,2023,PETROL,7402,Automatic,796000,Bangalore
Maruti Ertiga ZXI SHVS,Ertiga ZXI SHVS,Maruti,2023,PETROL,7989,Manual,1170000,Bangalore
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,Hyundai,2020,PETROL,17849,Manual,596000,Bangalore
Honda City 1.5L I-VTEC S MT,City 1.5L I-VTEC S MT,Honda,2013,PETROL,41334,Manual,473000,Bangalore
Renault Kwid RXT 1.0,Kwid RXT 1.0,Renault,2023,PETROL,1994,Manual,592000,Bangalore
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2016,PETROL,62524,Automatic,603000,Bangalore
Maruti Swift ZXI PLUS AMT,Swift ZXI PLUS AMT,Maruti,2020,PETROL,38807,Automatic,742000,Bangalore
Maruti Swift VXI,Swift VXI,Maruti,2015,PETROL,74874,Manual,484000,Bangalore
Renault Kwid RXT 1.0 (O),Kwid RXT 1.0 (O),Renault,2020,PETROL,87693,Manual,436000,Bangalore
Maruti Baleno RS 1.0 PETROL,Baleno RS 1.0 PETROL,Maruti,2017,PETROL,36274,Manual,670000,Bangalore
Maruti Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Maruti,2019,PETROL,65568,Automatic,686000,Bangalore
Hyundai Eon D-LITE+,Eon D-LITE+,Hyundai,2015,PETROL,71802,Manual,260000,Bangalore
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2014,PETROL,80602,Manual,416000,Bangalore
Maruti Ciaz ZXI,Ciaz ZXI,Maruti,2016,PETROL,68199,Manual,673000,Bangalore
Maruti Celerio ZXI AMT (O),Celerio ZXI AMT (O),Maruti,2016,PETROL,39987,Automatic,447000,Bangalore
Hyundai NEW I20 SPORTZ 1.2 MT DUAL TONE,NEW I20 SPORTZ 1.2 MT DUAL TONE,Hyundai,2022,PETROL,38428,Manual,845000,Bangalore
Tata Tiago XZA PETROL,Tiago XZA PETROL,Tata,2017,PETROL,57920,Automatic,461000,Bangalore
Maruti Ciaz ZXI AT,Ciaz ZXI AT,Maruti,2016,PETROL,66695,Automatic,629000,Bangalore
Mahindra XUV500 W6,XUV500 W6,Mahindra,2018,DIESEL,80292,Manual,1090000,Bangalore
Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Hyundai,2015,PETROL,99767,Manual,419000,Bangalore
Hyundai Eon ERA +,Eon ERA +,Hyundai,2013,PETROL,59056,Manual,272000,Bangalore
Hyundai Elite i20 MAGNA 1.2,Elite i20 MAGNA 1.2,Hyundai,2015,PETROL,74832,Manual,496000,Bangalore
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2017,PETROL,46215,Manual,692000,Bangalore
KIA SONET GTX PLUS 1.0 IMT,SONET GTX PLUS 1.0 IMT,KIA,2020,PETROL,31141,Manual,1130000,Bangalore
Maruti Ciaz ZXI AT,Ciaz ZXI AT,Maruti,2015,PETROL,83683,Automatic,480000,Bangalore
Mahindra XUV300 W4 1.2 PETROL,XUV300 W4 1.2 PETROL,Mahindra,2023,PETROL,6978,Manual,938000,Bangalore
Mahindra TUV300 T8,TUV300 T8,Mahindra,2016,DIESEL,54242,Manual,667000,Bangalore
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2016,PETROL,44237,Automatic,398000,Bangalore
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,PETROL,40475,Automatic,1020000,Bangalore
Renault Kwid CLIMBER 1.0 (O),Kwid CLIMBER 1.0 (O),Renault,2020,PETROL,18244,Manual,460000,Bangalore
Hyundai GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,GRAND I10 NIOS MAGNA CORPORATE EDITION 1.2 KAPPA VTVT,Hyundai,2020,PETROL,9281,Manual,631000,Bangalore
Maruti Celerio VXI AMT (O),Celerio VXI AMT (O),Maruti,2016,PETROL,38929,Automatic,473000,Bangalore
Honda Jazz 1.2L I-VTEC VX,Jazz 1.2L I-VTEC VX,Honda,2016,PETROL,62722,Manual,532000,Bangalore
Maruti Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Maruti,2018,PETROL,19161,Automatic,739000,Bangalore
Honda Jazz 1.2L I-VTEC V CVT,Jazz 1.2L I-VTEC V CVT,Honda,2021,PETROL,5141,Automatic,922000,Bangalore
Hyundai Eon ERA +,Eon ERA +,Hyundai,2014,PETROL,35510,Manual,285000,Bangalore
Maruti Baleno ALPHA CVT PETROL 1.2,Baleno ALPHA CVT PETROL 1.2,Maruti,2017,PETROL,22358,Automatic,715000,Bangalore
Hyundai Verna FLUIDIC 1.6 VTVT SX,Verna FLUIDIC 1.6 VTVT SX,Hyundai,2013,PETROL,59998,Manual,450000,Bangalore
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2016,PETROL,30478,Manual,406000,Bangalore
Maruti Ciaz ALPHA 1.4 PETROL,Ciaz ALPHA 1.4 PETROL,Maruti,2018,PETROL,45811,Manual,738000,Bangalore
Maruti S PRESSO VXI (O),S PRESSO VXI (O),Maruti,2019,PETROL,44848,Manual,430000,Bangalore
Maruti Celerio ZXI AMT (O),Celerio ZXI AMT (O),Maruti,2019,PETROL,23686,Automatic,534000,Bangalore
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2017,PETROL,70058,Automatic,824000,Bangalore
